ID,Sexo,Idade,CartaodeCredito,ChequeEspecial,Renda,LimiteCartaodeCredito,LimiteChequeEspecial,Devedor,SaldoDevedor
537,0,29,0,0,3343.85,0,0,0,0
538,1,30,0,1,3012.54,0,3012.54,0,0
539,0,30,0,0,3557.96,0,0,0,0
540,0,32,0,0,3307.16,0,0,0,0
541,1,34,1,1,3335.51,5003.27,3335.51,1,21389.27
542,0,31,1,1,3413.74,5120.61,3413.74,0,0
543,1,29,1,1,3053.69,4580.53,3053.69,1,21817.53
544,0,35,0,0,3305.57,0,0,0,0
545,1,30,1,1,3210.68,4816.01,3210.68,0,0
546,1,36,0,1,3827.11,0,3827.11,1,13490.78
547,0,29,1,0,3008.15,4512.22,0,0,0
548,1,32,0,1,3085.93,0,3085.93,1,6804.12
549,1,23,0,0,2288.45,0,0,0,0
550,0,29,0,0,3154.87,0,0,1,0
551,0,29,1,0,3226.16,4839.24,0,1,17904.76
552,0,26,1,0,2677.45,4016.18,0,0,0
553,0,25,0,0,2298.28,0,0,1,0
554,1,33,1,1,3548.76,5323.14,3548.76,0,0
555,0,33,0,0,3349.46,0,0,1,0
556,0,24,0,0,2672.97,0,0,0,0
557,0,31,0,0,2603.56,0,0,0,0
558,0,25,0,0,2313.96,0,0,0,0
559,0,25,0,0,2633.16,0,0,0,0
560,0,32,0,0,2767.06,0,0,0,0
561,0,27,0,0,3442.15,0,0,1,0
562,1,33,1,1,3018.91,4528.36,3018.91,1,19113.5
563,1,30,0,1,3134.16,0,3134.16,0,0
564,0,32,0,0,2647.05,0,0,0,0
565,0,27,0,0,3295.36,0,0,0,0
566,0,25,1,0,2681.45,4022.18,0,0,0
567,0,33,0,1,3130.41,0,3130.41,0,0
568,1,30,0,0,3078.34,0,0,1,0
569,0,29,1,0,2693.96,4040.94,0,0,0
570,1,30,0,1,2484.17,0,2484.17,0,0
571,0,35,0,0,3118.69,0,0,1,0
572,1,27,1,1,2453.92,3680.88,2453.92,0,0
573,0,27,1,0,3008.16,4512.24,0,0,0
574,0,27,1,1,2825.88,4238.81,2825.88,0,0
575,1,23,0,1,2214.81,0,2214.81,0,0
576,1,33,0,1,3215.43,0,3215.43,0,0
577,0,30,0,0,3321.68,0,0,0,0
578,0,30,0,0,2698.74,0,0,0,0
579,0,29,1,0,3073.83,4610.74,0,0,0
580,0,27,1,0,2447.72,3671.58,0,0,0
581,1,26,1,1,2786.33,4179.49,2786.33,0,0
582,1,33,1,0,3714.79,5572.19,0,0,0
583,1,24,0,1,2295.03,0,2295.03,0,0
584,0,31,1,0,3241.62,4862.43,0,0,0
585,1,26,1,1,2026.56,3039.83,2026.56,1,13224.23
586,0,31,0,0,3200.39,0,0,0,0
587,0,27,0,0,2784.89,0,0,0,0
588,0,27,1,0,2814.92,4222.38,0,0,0
589,1,37,0,1,4150.04,0,4150.04,0,0
590,0,32,0,0,2894.86,0,0,0,0
591,0,21,0,0,2393.87,0,0,0,0
592,0,30,1,1,2711.8,4067.7,2711.8,0,0
593,1,28,1,1,2342.21,3513.31,2342.21,0,0
594,0,25,0,0,3051.48,0,0,0,0
595,0,30,1,1,3244.93,4867.4,3244.93,0,0
596,1,30,0,1,3229.04,0,3229.04,1,6356.18
597,0,28,0,0,2976.74,0,0,1,0
598,0,37,1,0,3622.78,5434.17,0,0,0
599,1,21,1,0,2311.82,3467.73,0,0,0
600,0,33,1,0,3773.87,5660.8,0,0,0
601,0,28,0,0,2362.73,0,0,0,0
602,0,32,1,1,2834.23,4251.35,2834.23,0,0
603,0,28,0,1,2597.67,0,2597.67,1,8350.02
604,0,27,0,0,2841.97,0,0,1,0
605,0,23,1,0,1760.85,2641.27,0,0,0
606,1,29,0,1,2854.35,0,2854.35,0,0
607,0,39,0,0,3334.17,0,0,0,0
608,1,33,1,0,3186.09,4779.13,0,1,15684.75
609,0,36,1,0,3021.48,4532.23,0,0,0
610,0,33,0,1,3686.25,0,3686.25,0,0
611,0,34,0,0,3306.15,0,0,0,0
612,0,33,1,0,3235.75,4853.62,0,0,0
613,0,31,0,1,3562.55,0,3562.55,0,0
614,1,27,1,1,2466.5,3699.75,2466.5,0,0
615,0,27,0,0,2282.43,0,0,1,0
616,1,23,1,1,2157.55,3236.32,2157.55,1,7746.43
617,1,29,0,1,2710.71,0,2710.71,0,0
618,1,33,0,0,3415.62,0,0,1,0
619,1,34,0,1,3292.63,0,3292.63,0,0
620,0,30,0,0,2576.64,0,0,1,0
621,1,27,1,1,2650.33,3975.49,2650.33,1,23036.06
622,1,43,1,1,4556.52,6834.77,4556.52,0,0
623,1,32,1,1,2770.11,4155.16,2770.11,1,22148.06
624,0,35,1,0,3850.34,5775.51,0,0,0
625,0,28,1,0,2998.11,4497.16,0,1,12382.24
626,0,29,0,0,3335.14,0,0,0,0
627,0,31,1,1,2998.36,4497.55,2998.36,0,0
628,1,36,1,0,3752.14,5628.21,0,0,0
629,0,28,0,0,2555.51,0,0,0,0
630,0,33,0,0,3215.32,0,0,0,0
631,1,21,0,1,1878.69,0,1878.69,1,4002.19
632,1,27,0,1,2990.38,0,2990.38,0,0
633,0,24,0,0,2052.42,0,0,0,0
634,1,34,0,1,3608.99,0,3608.99,0,0
635,0,29,0,0,2701.74,0,0,0,0
636,0,28,0,1,2506.58,0,2506.58,0,0
637,1,35,0,1,4011.32,0,4011.32,0,0
638,1,34,0,0,3436.37,0,0,1,0
639,1,26,1,1,2686.66,4029.99,2686.66,1,24279.19
640,0,31,1,0,3160.3,4740.45,0,0,0
641,0,25,0,0,2663.14,0,0,1,0
642,1,28,0,1,3212.98,0,3212.98,0,0
643,1,36,1,1,3622.33,5433.49,3622.33,1,35264.5
644,0,35,1,0,3927.32,5890.98,0,0,0
645,0,34,1,0,2601.89,3902.83,0,0,0
646,0,27,0,0,2870.13,0,0,0,0
647,1,22,0,1,2293.03,0,2293.03,0,0
648,0,25,0,0,2545.22,0,0,0,0
649,0,33,0,0,3341.94,0,0,0,0
650,0,28,0,0,2671.86,0,0,1,0
651,1,21,0,1,1969.15,0,1969.15,0,0
652,1,29,0,0,3217.74,0,0,1,0
653,0,35,1,0,3434.67,5152.01,0,0,0
654,0,32,0,0,3578.07,0,0,0,0
655,1,26,1,1,2499.4,3749.09,2499.4,0,0
656,1,23,1,1,2066.9,3100.35,2066.9,0,0
657,1,26,1,1,2976.11,4464.16,2976.11,0,0
658,0,30,0,0,2970.45,0,0,1,0
659,0,33,0,1,3701.7,0,3701.7,1,10211.28
660,0,22,1,0,1928.96,2893.44,0,0,0
661,1,34,1,1,3521.69,5282.54,3521.69,0,0
662,1,30,1,1,2905.29,4357.93,2905.29,0,0
663,0,32,1,0,3825.3,5737.94,0,0,0
664,1,23,0,1,2600.77,0,2600.77,0,0
665,0,27,1,0,2851.28,4276.92,0,0,0
666,0,28,1,1,2658.06,3987.1,2658.06,1,18544.32
667,1,34,1,0,3734.39,5601.59,0,0,0
668,0,34,1,1,3645.38,5468.07,3645.38,1,21982.5
669,0,31,0,0,2651.51,0,0,1,0
670,0,36,0,0,4027.67,0,0,0,0
671,0,27,0,0,2931.39,0,0,0,0
672,0,34,0,0,3336.23,0,0,1,0
673,0,29,1,1,3570.47,5355.71,3570.47,0,0
674,0,27,1,1,2957.27,4435.9,2957.27,0,0
675,0,33,1,0,3130.4,4695.6,0,0,0
676,0,35,1,0,3825.9,5738.85,0,0,0
677,1,33,1,0,3435.07,5152.6,0,0,0
678,0,27,0,1,2652.76,0,2652.76,0,0
679,0,28,1,0,1886.6,2829.9,0,0,0
680,0,35,0,0,3348.94,0,0,0,0
681,1,31,1,1,3107.53,4661.29,3107.53,0,0
682,1,33,1,1,3538.72,5308.08,3538.72,0,0
683,1,28,1,1,2898.74,4348.11,2898.74,0,0
684,1,35,1,0,3579.36,5369.04,0,0,0
685,1,26,0,1,2993.43,0,2993.43,0,0
686,0,32,0,0,3183.07,0,0,0,0
687,0,26,0,0,2325.52,0,0,0,0
688,0,20,0,0,1899.29,0,0,0,0
689,0,24,0,0,2355.78,0,0,0,0
690,0,30,0,0,2827.59,0,0,0,0
691,0,33,0,0,2684.68,0,0,0,0
692,0,22,0,0,2331,0,0,0,0
693,0,24,1,0,2589.97,3884.95,0,1,13862.56
694,0,37,0,0,3427.62,0,0,0,0
695,0,28,0,0,2922.14,0,0,0,0
696,0,32,1,0,3098.98,4648.48,0,0,0
697,0,27,1,1,2620.25,3930.37,2620.25,0,0
698,0,28,0,0,2969.15,0,0,1,0
699,0,30,0,0,3125.43,0,0,0,0
700,0,30,1,0,2824.91,4237.36,0,0,0
701,1,29,1,1,2687.75,4031.63,2687.75,1,17161.63
702,0,28,0,0,2952.13,0,0,0,0
703,0,17,1,0,1530.16,2295.24,0,1,4256.08
704,1,37,1,1,3439.41,5159.12,3439.41,0,0
705,0,37,0,0,4211.75,0,0,0,0
706,0,25,1,0,2540.08,3810.11,0,0,0
707,0,29,0,0,2771.3,0,0,0,0
708,0,35,0,0,3087.74,0,0,0,0
709,0,33,0,0,3536.71,0,0,0,0
710,0,35,0,0,3306.17,0,0,0,0
711,0,25,1,0,2524.22,3786.33,0,1,13216.11
712,0,40,1,1,4476.05,6714.07,4476.05,0,0
713,0,25,0,1,2445.12,0,2445.12,0,0
714,1,33,0,1,3640.28,0,3640.28,0,0
715,0,30,0,0,2656.17,0,0,0,0
716,0,28,0,0,2306.39,0,0,0,0
717,0,28,0,0,2891.63,0,0,0,0
718,0,26,1,0,2909.5,4364.25,0,0,0
719,1,36,0,1,3410.51,0,3410.51,0,0
720,0,30,0,0,2923.46,0,0,0,0
721,0,31,0,1,3387.09,0,3387.09,0,0
722,1,30,1,1,2863.62,4295.43,2863.62,0,0
723,1,28,0,1,2486.34,0,2486.34,1,9711.2
724,1,25,1,1,2293.56,3440.34,2293.56,0,0
725,0,31,1,1,3046.37,4569.56,3046.37,0,0
726,1,21,1,0,1774.75,2662.12,0,0,0
727,1,24,1,0,2594.1,3891.15,0,0,0
728,0,25,0,0,2643.5,0,0,0,0
729,1,25,1,0,2710.66,4065.99,0,0,0
730,0,30,0,1,3463.66,0,3463.66,1,8769.03
731,0,36,0,0,3955.49,0,0,1,0
732,1,23,1,1,2633.04,3949.56,2633.04,0,0
733,0,31,0,0,2991.42,0,0,0,0
734,1,33,1,0,3682.95,5524.43,0,1,18521.05
735,0,26,1,0,2248.97,3373.46,0,0,0
736,0,29,1,0,3077.91,4616.87,0,0,0
737,1,33,0,1,3847.12,0,3847.12,1,5981.63
738,1,28,1,0,3376.08,5064.12,0,0,0
739,0,29,0,0,2984.38,0,0,0,0
740,0,31,0,0,3337,0,0,0,0
741,1,29,0,1,2587.2,0,2587.2,0,0
742,0,27,0,0,2285.88,0,0,1,0
743,0,29,0,1,2896.42,0,2896.42,1,9205.85
744,0,37,0,1,3808.37,0,3808.37,0,0
745,0,33,1,0,3256.29,4884.44,0,0,0
746,0,26,0,0,2391.38,0,0,0,0
747,1,25,0,1,2194.45,0,2194.45,1,6991.27
748,0,28,0,0,3063.55,0,0,0,0
749,0,35,1,0,3852.09,5778.14,0,0,0
750,1,31,0,0,3050.67,0,0,0,0
751,0,27,0,0,3153.9,0,0,0,0
752,0,33,1,0,3305.06,4957.58,0,0,0
753,0,29,1,0,3183.36,4775.05,0,0,0
754,0,25,0,0,2332.15,0,0,1,0
755,0,31,0,0,3287.79,0,0,0,0
756,0,36,1,1,3837.65,5756.48,3837.65,1,41050.27
757,0,31,1,0,3189.8,4784.7,0,0,0
758,1,30,1,1,3327.29,4990.93,3327.29,0,0
759,0,27,1,1,2663.98,3995.97,2663.98,1,21788.8
760,0,32,0,0,2558.05,0,0,1,0
761,0,25,0,1,2415.82,0,2415.82,0,0
762,0,23,1,0,2474.63,3711.95,0,0,0
763,0,29,0,0,2356.51,0,0,1,0
764,0,29,0,1,2402.62,0,2402.62,1,6371.7
765,0,39,0,0,3908.89,0,0,0,0
766,0,25,0,0,2530.15,0,0,0,0
767,0,30,0,1,3365.72,0,3365.72,1,10894.32
768,0,33,1,0,3279.72,4919.58,0,0,0
769,0,34,1,0,3572.71,5359.06,0,0,0
770,0,29,0,0,2979.25,0,0,1,0
771,1,27,1,0,2901.01,4351.52,0,0,0
772,1,29,1,1,3165.68,4748.53,3165.68,0,0
773,0,37,0,0,3206.53,0,0,0,0
774,1,31,1,1,2888.12,4332.17,2888.12,0,0
775,0,21,1,0,2292.92,3439.38,0,0,0
776,0,35,0,0,2741.55,0,0,1,0
777,0,32,1,0,2377.96,3566.94,0,0,0
778,0,29,0,0,2939.5,0,0,0,0
779,0,29,0,1,2909.73,0,2909.73,0,0
780,1,29,0,1,2799.25,0,2799.25,0,0
781,0,31,0,0,3362.97,0,0,0,0
782,1,27,1,0,3021.91,4532.87,0,0,0
783,0,31,0,0,3408,0,0,0,0
784,0,26,1,0,2554.08,3831.12,0,0,0
785,1,30,1,0,2991.86,4487.8,0,0,0
786,0,34,0,0,3503.69,0,0,0,0
787,0,32,0,0,2519.61,0,0,0,0
788,0,34,0,1,3058.58,0,3058.58,0,0
789,0,25,0,0,2699.22,0,0,0,0
790,1,30,0,1,3074.14,0,3074.14,0,0
791,1,32,1,1,2783.14,4174.72,2783.14,1,21745.39
792,0,25,0,0,2822.24,0,0,0,0
793,0,36,1,0,3776.32,5664.48,0,0,0
794,0,25,0,0,2349.41,0,0,0,0
795,1,30,1,1,3003.39,4505.08,3003.39,0,0
796,0,30,0,0,3020.05,0,0,1,0
797,0,30,0,0,2910.64,0,0,1,0
798,0,29,0,0,2846.98,0,0,0,0
799,0,31,0,1,3054.03,0,3054.03,1,10033.34
800,0,25,0,0,2665.02,0,0,0,0
801,0,24,1,0,2639.92,3959.88,0,0,0
802,0,27,1,0,2849.07,4273.6,0,0,0
803,0,29,1,0,3406.31,5109.46,0,1,21799.88
804,0,35,0,0,3717.17,0,0,0,0
805,0,36,0,0,3716.14,0,0,0,0
806,1,31,0,1,3360.54,0,3360.54,1,11113.04
807,0,31,0,0,3057.93,0,0,0,0
808,0,29,0,0,3112.37,0,0,1,0
809,1,30,1,0,3601.55,5402.33,0,0,0
810,0,24,0,0,2350.06,0,0,0,0
811,0,31,0,1,3420.68,0,3420.68,1,12785.86
812,0,27,0,0,2706.71,0,0,1,0
813,0,31,0,0,2868.15,0,0,0,0
814,1,28,1,0,3117.43,4676.15,0,1,12912.2
815,1,27,0,0,2823.97,0,0,0,0
816,0,29,0,0,2808.12,0,0,0,0
817,0,28,0,1,3293.25,0,3293.25,1,11485.58
818,0,34,0,0,2768.76,0,0,0,0
819,0,30,0,0,2981.14,0,0,0,0
820,0,31,0,0,3035.39,0,0,0,0
821,0,25,1,0,2467.29,3700.94,0,0,0
822,0,35,0,0,3542.43,0,0,0,0
823,0,30,0,0,3558.52,0,0,0,0
824,1,26,0,1,2060.37,0,2060.37,0,0
825,1,31,1,1,3421.53,5132.3,3421.53,0,0
826,0,33,1,0,3049.09,4573.63,0,1,14543.08
827,0,24,1,0,2626.12,3939.18,0,1,10352.72
828,0,36,1,0,3438.93,5158.4,0,0,0
829,0,29,1,0,3149.9,4724.84,0,0,0
830,1,34,1,1,3324.55,4986.82,3324.55,0,0
831,0,30,0,0,2816.86,0,0,0,0
832,1,28,0,1,2456.1,0,2456.1,0,0
833,0,22,0,0,1980.53,0,0,0,0
834,1,25,1,1,2409.28,3613.92,2409.28,0,0
835,0,29,1,0,2888.3,4332.45,0,0,0
836,0,33,0,0,3469.73,0,0,0,0
837,1,22,0,1,2183.22,0,2183.22,0,0
838,0,35,0,0,3931.35,0,0,0,0
839,0,35,1,0,3066.05,4599.07,0,0,0
840,0,25,0,0,2638.72,0,0,0,0
841,1,31,0,1,3384.17,0,3384.17,0,0
842,1,25,1,1,2627.57,3941.35,2627.57,0,0
843,0,29,0,0,2862.58,0,0,0,0
844,0,33,1,0,3133.23,4699.84,0,1,14630.01
845,0,33,0,0,2834.83,0,0,0,0
846,0,26,0,0,2198.65,0,0,0,0
847,1,28,0,1,2995.61,0,2995.61,0,0
848,0,26,1,1,2517.29,3775.93,2517.29,0,0
849,0,31,1,0,2630.57,3945.85,0,0,0
850,0,23,0,0,2418.54,0,0,0,0
851,0,19,0,0,2050.03,0,0,0,0
852,1,35,0,1,2747.15,0,2747.15,0,0
853,1,39,0,1,4616.91,0,4616.91,0,0
854,1,28,0,1,3145.82,0,3145.82,1,7874.62
855,0,33,0,0,2882.13,0,0,1,0
856,0,29,0,0,2666.78,0,0,0,0
857,1,35,0,1,3572.92,0,3572.92,1,13553.55
858,0,32,0,0,3316.61,0,0,1,0
859,0,30,1,0,2642.84,3964.26,0,0,0
860,1,22,0,1,2059.84,0,2059.84,1,5313.86
861,0,34,0,0,4448.47,0,0,1,0
862,0,28,0,0,3062.5,0,0,1,0
863,0,24,0,0,2733.73,0,0,0,0
864,0,29,0,0,2669.91,0,0,0,0
865,0,29,1,0,2810.79,4216.18,0,0,0
866,0,34,0,0,2940.53,0,0,0,0
867,0,25,0,0,2590.61,0,0,0,0
868,0,27,0,0,2686.43,0,0,0,0
869,0,35,1,0,4309.14,6463.71,0,1,17085.73
870,0,35,0,0,3388.64,0,0,0,0
871,0,34,1,0,3403.64,5105.46,0,0,0
872,0,36,0,0,3261.17,0,0,1,0
873,1,30,0,1,3069.1,0,3069.1,0,0
874,0,27,1,0,2488.36,3732.54,0,0,0
875,1,32,0,0,2867.7,0,0,0,0
876,0,34,1,0,3364.57,5046.86,0,0,0
877,0,39,0,0,3547.71,0,0,1,0
878,0,22,0,1,2010.25,0,2010.25,0,0
879,1,31,1,1,3258.03,4887.04,3258.03,0,0
880,0,32,0,0,3548.44,0,0,0,0
881,0,29,0,1,3152.01,0,3152.01,0,0
882,1,23,1,1,2298.81,3448.22,2298.81,1,13319.58
883,0,32,0,0,3229.13,0,0,0,0
884,0,26,0,0,2403.04,0,0,1,0
885,1,32,0,1,3294.45,0,3294.45,0,0
886,1,33,1,0,3629.57,5444.36,0,0,0
887,0,35,1,0,3159.84,4739.76,0,1,18686.79
888,0,23,0,0,2529.83,0,0,0,0
889,0,34,0,1,3179.1,0,3179.1,0,0
890,0,26,0,0,2711.85,0,0,0,0
891,0,24,1,1,2066.77,3100.16,2066.77,0,0
892,1,35,1,1,3559.9,5339.85,3559.9,1,24843.29
893,0,34,0,0,3845.64,0,0,0,0
894,0,29,1,0,2877.31,4315.96,0,0,0
895,1,33,0,1,2777.69,0,2777.69,0,0
896,1,26,0,1,3024.16,0,3024.16,0,0
897,0,29,1,0,2661.64,3992.46,0,1,9954.5
898,0,29,0,0,2615.65,0,0,0,0
899,0,28,1,0,2627.66,3941.49,0,1,10867.64
900,1,32,1,1,2881.42,4322.13,2881.42,0,0
901,1,36,1,1,3671,5506.51,3671,0,0
902,0,28,0,0,2893.29,0,0,0,0
903,1,29,0,1,2795.28,0,2795.28,0,0
904,0,36,1,0,3896.04,5844.06,0,0,0
905,0,28,0,0,2924.82,0,0,1,0
906,0,19,1,1,1656.96,2485.44,1656.96,0,0
907,1,32,1,0,3411.08,5116.62,0,0,0
908,1,26,0,1,2262.26,0,2262.26,1,9433.35
909,1,26,0,1,2578.22,0,2578.22,0,0
910,0,35,1,0,3404.28,5106.43,0,1,17944.87
911,0,39,0,0,3588.44,0,0,0,0
912,0,25,1,0,2781.55,4172.32,0,0,0
913,1,34,0,1,3408.77,0,3408.77,0,0
914,0,29,0,0,3050.38,0,0,0,0
915,0,30,0,0,2986.44,0,0,0,0
916,1,34,0,1,3099.34,0,3099.34,0,0
917,0,30,0,0,3174.36,0,0,0,0
918,0,26,0,0,2392.82,0,0,0,0
919,0,28,0,0,3037.87,0,0,1,0
920,0,32,1,1,3973.46,5960.19,3973.46,0,0
921,1,20,1,1,2068.63,3102.95,2068.63,1,16323
922,0,34,0,0,3629.41,0,0,1,0
923,0,23,1,0,2400.56,3600.84,0,1,9145.38
924,1,30,1,1,3375.29,5062.93,3375.29,0,0
925,0,29,1,1,2537.74,3806.61,2537.74,0,0
926,0,35,1,1,3165.19,4747.79,3165.19,0,0
927,0,30,1,0,3022.18,4533.26,0,1,18419.8
928,0,30,1,0,2982.08,4473.12,0,0,0
929,0,32,1,0,2831.72,4247.58,0,0,0
930,1,26,1,1,2144.01,3216.02,2144.01,0,0
931,1,29,0,0,2763.23,0,0,0,0
932,0,34,1,1,3959.36,5939.04,3959.36,0,0
933,1,32,0,1,3918.13,0,3918.13,0,0
934,0,24,0,0,2600.45,0,0,1,0
935,1,32,1,1,2681.5,4022.24,2681.5,0,0
936,0,24,0,0,2579.91,0,0,0,0
937,0,27,1,0,2554.15,3831.23,0,0,0
938,1,34,1,1,3443.52,5165.28,3443.52,1,18338.95
939,1,20,1,1,2135.5,3203.25,2135.5,0,0
940,0,22,1,0,2565.19,3847.78,0,0,0
941,1,35,1,1,3547.03,5320.55,3547.03,0,0
942,0,26,1,0,2417.11,3625.67,0,0,0
943,0,34,1,0,3660.08,5490.12,0,1,16085.49
944,0,29,1,1,3137.73,4706.6,3137.73,0,0
945,0,31,0,0,3380.19,0,0,0,0
946,0,33,0,0,3677.45,0,0,0,0
947,0,27,1,0,2777.96,4166.95,0,0,0
948,0,28,1,0,2535.89,3803.83,0,0,0
949,0,28,1,1,2837.3,4255.95,2837.3,0,0
950,0,41,0,1,3377.52,0,3377.52,0,0
951,0,30,1,0,3345.24,5017.86,0,1,16877.69
952,0,31,0,0,3256.76,0,0,0,0
953,1,28,0,1,2996.75,0,2996.75,0,0
954,0,29,0,0,2946.72,0,0,0,0
955,0,35,0,0,2663.07,0,0,0,0
956,1,28,0,1,2629.29,0,2629.29,0,0
957,0,30,0,0,3283.3,0,0,1,0
958,0,31,1,0,3015.15,4522.73,0,0,0
959,0,28,1,0,3034.37,4551.56,0,0,0
960,0,37,1,0,3353.08,5029.62,0,0,0
961,0,24,1,1,2461.95,3692.92,2461.95,1,18382.06
962,0,38,0,0,3591.75,0,0,1,0
963,0,28,1,0,2618.24,3927.35,0,0,0
964,0,35,1,0,3434.96,5152.44,0,1,15902.7
965,1,22,1,1,2577.25,3865.87,2577.25,0,0
966,0,33,0,1,3356.83,0,3356.83,0,0
967,0,33,0,1,3373.4,0,3373.4,0,0
968,0,24,1,0,2782.04,4173.06,0,1,12790.37
969,1,26,0,1,2525.2,0,2525.2,0,0
970,0,30,0,0,3155.32,0,0,0,0
971,1,34,1,0,3154.15,4731.22,0,1,13098.55
972,0,26,0,0,2820.57,0,0,0,0
973,1,29,1,1,2509.38,3764.06,2509.38,0,0
974,0,36,0,0,3579.9,0,0,0,0
975,0,25,0,1,2781.93,0,2781.93,0,0
976,0,33,1,1,3741.69,5612.53,3741.69,1,30511.45
977,1,31,1,1,3073.19,4609.79,3073.19,0,0
978,0,25,1,0,1902.56,2853.85,0,0,0
979,0,27,1,0,3144.22,4716.33,0,0,0
980,0,33,0,0,3094.56,0,0,1,0
981,0,30,0,0,3215.45,0,0,0,0
982,1,35,1,1,2906.18,4359.26,2906.18,0,0
983,1,27,0,1,2579.54,0,2579.54,1,10856.34
984,0,23,0,1,2675.14,0,2675.14,0,0
985,1,34,1,1,3516.6,5274.9,3516.6,1,26630.6
986,1,27,1,1,2792.76,4189.14,2792.76,0,0
987,0,30,0,0,3269.4,0,0,1,0
988,0,36,0,1,3108.7,0,3108.7,1,9267.46
989,0,28,1,0,2808.9,4213.35,0,1,14436.68
990,0,36,1,0,3770.95,5656.43,0,0,0
991,0,25,0,1,2783.21,0,2783.21,0,0
992,0,33,1,1,3032.9,4549.35,3032.9,0,0
993,0,30,0,0,3070.27,0,0,0,0
994,0,27,0,0,2879.89,0,0,0,0
995,0,24,1,0,3291.77,4937.66,0,1,15729.16
996,1,30,1,1,3476.96,5215.44,3476.96,0,0
997,0,31,1,0,2365.12,3547.68,0,0,0
998,0,31,1,0,3105.34,4658.01,0,0,0
999,1,32,1,0,3261.15,4891.72,0,0,0
1000,0,28,1,0,3029.09,4543.63,0,0,0
1001,0,27,0,0,2511.21,0,0,0,0
1002,0,30,1,0,3298.94,4948.4,0,0,0
1003,0,27,1,1,2512.96,3769.44,2512.96,1,16726.63
1004,1,34,1,1,3364.82,5047.22,3364.82,1,20239.55
1005,1,30,1,1,3181.16,4771.74,3181.16,0,0
1006,0,27,1,1,2535.83,3803.74,2535.83,0,0
1007,1,22,1,1,2218.67,3328.01,2218.67,0,0
1008,0,27,1,0,3126.06,4689.09,0,0,0
1009,0,38,0,0,3623.81,0,0,0,0
1010,0,27,1,0,2387.2,3580.8,0,1,11456.16
1011,0,26,1,1,2788.16,4182.24,2788.16,0,0
1012,0,32,1,0,2948.95,4423.42,0,0,0
1013,0,31,0,0,3016.8,0,0,0,0
1014,0,33,0,0,3467.57,0,0,1,0
1015,0,28,0,0,2929.17,0,0,0,0
1016,1,34,0,0,3801.01,0,0,0,0
1017,0,25,0,0,2330.15,0,0,1,0
1018,0,29,0,0,2807.6,0,0,1,0
1019,0,27,0,0,2522.33,0,0,0,0
1020,0,32,0,1,3147.96,0,3147.96,0,0
1021,0,30,1,1,3596.8,5395.21,3596.8,0,0
1022,1,34,1,1,3379.24,5068.86,3379.24,0,0
1023,0,38,1,0,3789.43,5684.15,0,0,0
1024,0,30,0,0,3153.46,0,0,0,0
1025,1,27,1,1,2371.48,3557.21,2371.48,1,24323.17
1026,0,26,1,0,2847.94,4271.9,0,0,0
1027,0,28,1,1,2783.66,4175.49,2783.66,0,0
1028,0,29,0,0,2695.57,0,0,0,0
1029,0,37,0,0,3838.5,0,0,0,0
1030,0,25,0,0,2454.21,0,0,0,0
1031,0,25,0,0,2462.1,0,0,1,0
1032,0,28,1,0,2767.84,4151.75,0,0,0
1033,0,32,0,0,3695.11,0,0,0,0
1034,0,33,0,0,3117.54,0,0,0,0
1035,0,26,0,0,2848.11,0,0,0,0
1036,0,30,0,0,3049.33,0,0,0,0
1037,0,29,1,0,2819.46,4229.19,0,0,0
1038,0,34,0,0,3180.9,0,0,0,0
1039,0,34,0,0,3275.18,0,0,0,0
1040,0,28,1,0,2722.74,4084.12,0,0,0
1041,1,30,0,1,3327.19,0,3327.19,0,0
1042,1,32,1,1,2949.96,4424.94,2949.96,0,0
1043,0,23,1,1,2677.96,4016.95,2677.96,0,0
1044,0,28,1,0,2752.18,4128.27,0,0,0
1045,0,32,0,1,2990.83,0,2990.83,1,10358.24
1046,0,27,0,0,2508.86,0,0,0,0
1047,0,29,1,0,2954.55,4431.83,0,0,0
1048,0,29,0,0,3406.93,0,0,1,0
1049,1,27,1,1,2639.45,3959.17,2639.45,1,18312.05
1050,1,26,1,0,2575.11,3862.67,0,0,0
1051,1,29,1,0,2959.47,4439.21,0,0,0
1052,1,28,1,1,2817.76,4226.63,2817.76,0,0
1053,1,33,1,1,3055.25,4582.88,3055.25,1,36001.39
1054,0,36,1,0,3955.78,5933.68,0,0,0
1055,0,29,0,1,2543.15,0,2543.15,0,0
1056,0,31,0,1,2796.18,0,2796.18,0,0
1057,0,29,0,0,2779.52,0,0,1,0
1058,0,32,0,0,3110.9,0,0,0,0
1059,0,30,0,0,3316.23,0,0,1,0
1060,1,30,0,0,2813.08,0,0,1,0
1061,1,34,0,1,3339.41,0,3339.41,1,13201.65
1062,0,26,0,0,2513.58,0,0,0,0
1063,0,35,1,1,4061.36,6092.04,4061.36,0,0
1064,0,31,0,1,3549.13,0,3549.13,1,11378.58
1065,0,30,1,0,2682.48,4023.72,0,0,0
1066,1,27,1,1,2817.86,4226.79,2817.86,0,0
1067,0,29,0,0,2523.81,0,0,0,0
1068,0,31,0,0,2842.99,0,0,0,0
1069,1,21,0,1,1977.86,0,1977.86,1,4826.64
1070,0,27,0,0,2471.23,0,0,0,0
1071,1,32,1,1,3273.15,4909.72,3273.15,1,27922.17
